device_id,latitude,longitude,elevation,provider,global_group,available_RAM,unit_price_available_RAM,available_Storage,unit_price_available_Storage,available_vCPU,unit_price_available_vCPU,available_GPU,unit_price_available_GPU,available_TPU,unit_price_available_TPU
132673,-17.555,133.54444,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
132676,-32.332653,148.757626,,TELSTRA,1,3,1.3,1,1.1,8,15.0,0,120.0,0,200.0
132677,-34.93129,144.762045,83.0,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
132679,-34.221247,150.98872,,TELSTRA,1,3,1.3,2,1.1,2,15.0,0,120.0,0,200.0
132680,-36.729054,149.960489,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
132681,-33.539401,150.754188,,TELSTRA,1,2,1.3,1,1.1,4,15.0,0,120.0,0,200.0
132682,-33.353129,150.014988,1025.0,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
132683,-36.02056,148.742264,1232.0,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
132684,-35.597915,149.441761,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
132696,-37.801311,145.05085,,TELSTRA,1,1,1.3,2,1.1,2,15.0,0,120.0,0,200.0
132697,-38.101226,145.12879,,TELSTRA,1,2,1.3,1,1.1,8,15.0,0,120.0,0,200.0
132698,-38.259743,145.19695,,TELSTRA,1,1,1.3,1,1.1,5,15.0,0,120.0,0,200.0
132699,-37.461131,144.683243,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
132708,-37.678352,143.354752,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
132710,-33.878992,151.198013,,TELSTRA,1,3,1.3,2,1.1,3,15.0,0,120.0,0,200.0
13272,-27.543974,153.230466,,TELSTRA,1,1,1.3,1,1.1,3,15.0,0,120.0,0,200.0
13276,-27.601023,153.132291,,VODAFONE,1,4,1.5,2,1.25,2,15.0,0,120.0,0,200.0
132778,-33.48585,115.755578,,TELSTRA,1,1,1.3,2,1.1,3,15.0,0,120.0,0,200.0
132779,-32.033615,115.836525,,TELSTRA,1,2,1.3,1,1.1,4,15.0,0,120.0,0,200.0
132780,-33.607675,138.678367,490.0,TELSTRA,2,4,0.12,1,0.3,1,15.0,0,130.0,0,200.0
132781,-34.437527,138.52155,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
132782,-34.352781,138.690102,,TELSTRA,1,1,1.3,1,1.1,3,15.0,0,120.0,0,200.0
132783,-33.884658,138.705672,522.0,TELSTRA,1,1,1.3,1,1.1,4,15.0,0,120.0,0,200.0
132784,-29.132692,147.482269,,TELSTRA,1,3,1.3,2,1.1,2,15.0,0,120.0,0,200.0
132787,-32.417769,150.963598,199.0,TELSTRA,1,3,1.3,2,1.1,1,15.0,0,120.0,0,200.0
132788,-31.367282,148.48845,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
13281,-27.529607,153.263348,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
13284,-27.543752,153.254722,40.0,OPTUS,1,4,1.0,2,0.9,4,15.0,0,120.0,0,200.0
132873,-32.389233,148.828538,,TELSTRA,1,4,1.3,1,1.1,2,15.0,0,120.0,0,200.0
132874,-33.02305,141.650757,,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
132875,-35.561823,146.162788,148.0,TELSTRA,2,3,0.12,1,0.3,3,15.0,0,130.0,0,200.0
132897,-27.530041,151.200447,349.0,TELSTRA,1,3,1.3,2,1.1,1,15.0,0,120.0,0,200.0
132898,-19.124157,146.862737,,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
132899,-27.922439,149.71588,250.0,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
132900,-30.642251,152.877804,,TELSTRA,1,2,1.3,1,1.1,5,15.0,0,120.0,0,200.0
132901,-34.284911,146.571725,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
132902,-32.902318,147.701907,,TELSTRA,2,4,0.12,2,0.3,3,15.0,0,130.0,0,200.0
13292,-27.583369,153.294054,4.0,TELSTRA,1,4,1.3,2,1.1,2,15.0,0,120.0,0,200.0
132953,-33.612338,146.983069,257.0,TELSTRA,3,1,0.003,2,0.1,4,15.0,0,150.0,0,240.0
132954,-36.760429,149.692671,,TELSTRA,1,2,1.3,1,1.1,2,15.0,0,120.0,0,200.0
132966,-19.148116,146.867993,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
132967,-41.040669,144.672303,,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
132968,-35.25676,150.504482,,TELSTRA,1,4,1.3,1,1.1,8,15.0,0,120.0,0,200.0
132969,-31.948289,115.919085,,TELSTRA,1,3,1.3,2,1.1,6,15.0,0,120.0,0,200.0
132970,-41.004983,147.387933,,TELSTRA,1,4,1.3,2,1.1,1,15.0,0,120.0,0,200.0
132971,-41.135771,147.793827,255.0,TELSTRA,1,4,1.3,1,1.1,2,15.0,0,120.0,0,200.0
132972,-43.007927,147.92269,,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
132973,-41.645498,147.96489,,TELSTRA,1,4,1.3,2,1.1,3,15.0,0,120.0,0,200.0
132975,-32.092211,115.850688,,TELSTRA,2,4,0.12,1,0.3,4,15.0,0,130.0,0,200.0
132976,-27.464996,153.009962,,TELSTRA,1,1,1.3,1,1.1,2,15.0,0,120.0,0,200.0
132977,-42.352331,147.981131,,TELSTRA,1,2,1.3,2,1.1,7,15.0,0,120.0,0,200.0
132978,-40.919537,144.717763,,TELSTRA,1,1,1.3,1,1.1,5,15.0,0,120.0,0,200.0
132979,-40.781714,144.902455,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
132980,-24.909992,153.276036,,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
132981,-41.330235,146.415745,,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
132982,-41.142404,145.840246,,TELSTRA,1,1,1.3,1,1.1,8,15.0,0,120.0,0,200.0
132983,-25.3972,152.901045,,TELSTRA,1,2,1.3,2,1.1,8,15.0,0,120.0,0,200.0
132984,-20.916145,148.967389,,TELSTRA,1,3,1.3,2,1.1,6,15.0,0,120.0,0,200.0
132985,-17.733603,145.990781,,TELSTRA,1,2,1.3,1,1.1,6,15.0,0,120.0,0,200.0
132986,-41.483087,145.216562,,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
132987,-31.94502,115.828985,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
132988,-43.060763,147.850104,,TELSTRA,1,1,1.3,2,1.1,3,15.0,0,120.0,0,200.0
132989,-40.957254,144.981958,,TELSTRA,1,4,1.3,1,1.1,2,15.0,0,120.0,0,200.0
132990,-18.622727,146.326292,0.0,TELSTRA,1,3,1.3,1,1.1,5,15.0,0,120.0,0,200.0
132991,-33.831502,151.196455,,TELSTRA,2,1,0.12,1,0.3,1,15.0,0,130.0,0,200.0
132992,-25.191274,130.975604,,TELSTRA,1,4,1.3,2,1.1,8,15.0,0,120.0,0,200.0
132999,-35.346838,149.084241,,TELSTRA,2,1,0.12,2,0.3,2,15.0,0,130.0,0,200.0
13300,-27.620203,153.220551,211.0,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133001,-34.932416,138.612447,,TELSTRA,1,3,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133002,-34.817399,138.606052,25.0,TELSTRA,1,4,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133003,-34.908896,138.5605,,TELSTRA,1,2,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133004,-35.12333,138.55288,144.0,TELSTRA,2,4,0.12,1,0.3,5,15.0,0,130.0,0,200.0
133005,-27.566188,152.568949,,TELSTRA,1,3,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133006,-34.71701,138.67244,,TELSTRA,2,4,0.12,1,0.3,2,15.0,0,130.0,0,200.0
133008,-28.328604,147.298502,173.0,TELSTRA,1,2,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133009,-20.99132,141.011503,181.0,TELSTRA,2,3,0.12,1,0.3,5,15.0,0,130.0,0,200.0
133010,-26.091504,152.238812,,TELSTRA,1,3,1.3,2,1.1,8,15.0,0,120.0,0,200.0
13302,-27.517522,153.125811,,VODAFONE,1,1,1.5,2,1.25,3,15.0,0,120.0,0,200.0
133020,-27.933923,151.916891,,TELSTRA,1,1,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133021,-27.037636,153.097307,,TELSTRA,2,3,0.12,2,0.3,5,15.0,0,130.0,0,200.0
133044,-28.688543,153.604621,,TELSTRA,1,3,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133045,-29.834436,152.881141,42.0,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133047,-34.91473,138.595447,,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133049,-33.839146,151.208124,,TELSTRA,1,1,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133050,-34.428833,150.903052,,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133052,-34.930143,150.754931,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133053,-29.597348,152.592993,,TELSTRA,1,2,1.3,2,1.1,8,15.0,0,120.0,0,200.0
133054,-33.362521,151.442595,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133055,-32.417371,151.973402,105.0,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133056,-28.977776,151.475039,,TELSTRA,1,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133058,-33.872002,151.194884,14.0,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133064,-17.993189,122.203007,,TELSTRA,2,2,0.12,2,0.3,8,15.0,0,130.0,0,200.0
133065,-35.419338,149.067317,,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133067,-34.565022,150.839059,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133069,-25.950488,152.98001,,TELSTRA,1,4,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133070,-21.357255,149.297609,127.0,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133071,-24.679926,149.599005,,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133072,-26.988903,150.773118,,TELSTRA,1,4,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133073,-28.19138,152.84313,417.0,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133074,-38.414372,145.442228,,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133075,-38.211263,144.181953,,TELSTRA,1,1,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133078,-35.220766,146.717311,154.0,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133079,-42.87494,147.368138,,TELSTRA,3,1,0.003,1,0.1,6,15.0,0,150.0,0,240.0
133080,-41.166197,146.204978,97.0,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133082,-41.180476,146.45205,88.0,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133083,-17.825622,146.099871,73.0,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133084,-19.156036,146.843074,,TELSTRA,1,1,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133086,-35.158459,147.463325,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133087,-31.656348,152.8147,8.0,TELSTRA,1,1,1.3,2,1.1,8,15.0,0,120.0,0,200.0
133088,-37.729703,145.0693,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133090,-33.286458,148.710677,560.0,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133092,-27.595182,151.949241,,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133093,-27.571192,151.9757,,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133095,-37.769404,144.983974,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
13310,-27.454801,153.096888,,OPTUS,1,2,1.0,1,0.9,4,15.0,0,120.0,0,200.0
133100,-33.850533,151.203583,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133101,-33.860595,151.211512,,TELSTRA,2,2,0.12,2,0.3,7,15.0,0,130.0,0,200.0
133102,-33.85761,151.20965,,TELSTRA,1,4,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133103,-33.859033,151.230156,,TELSTRA,1,2,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133104,-33.858931,151.213741,,TELSTRA,1,4,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133105,-33.857404,151.214119,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133106,-36.19897,147.324372,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133107,-36.161369,147.396081,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
133108,-34.23337,150.555043,,TELSTRA,2,3,0.12,1,0.3,4,15.0,0,130.0,0,200.0
133109,-33.419601,149.579109,,TELSTRA,1,1,1.3,1,1.1,4,15.0,0,120.0,0,200.0
13311,-27.454981,153.096494,,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133110,-34.647372,150.250211,671.0,TELSTRA,1,4,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133111,-31.478699,115.604308,42.0,TELSTRA,2,3,0.12,1,0.3,6,15.0,0,130.0,0,200.0
133112,-35.146848,149.089006,839.0,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
133113,-38.102642,147.124175,,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133116,-36.832648,145.39448,,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133117,-37.564775,149.153538,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133118,-36.265193,144.534684,,TELSTRA,1,3,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133119,-34.102125,141.912884,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133120,-38.216805,141.70435,,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133124,-42.801048,147.849446,59.0,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133131,-37.79451,144.931903,,TELSTRA,2,2,0.12,1,0.3,4,15.0,0,130.0,0,200.0
133132,-37.923107,145.188827,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133133,-36.598353,145.316945,,TELSTRA,1,3,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133134,-37.156339,142.853333,232.0,TELSTRA,1,4,1.3,2,1.1,8,15.0,0,120.0,0,200.0
133135,-35.467236,143.65293,,TELSTRA,1,2,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133136,-36.386189,141.248252,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133137,-36.669979,142.303434,,TELSTRA,1,1,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133138,-38.632545,145.725994,,TELSTRA,2,2,0.12,1,0.3,7,15.0,0,130.0,0,200.0
13314,-27.456094,153.092497,19.0,OPTUS,2,3,0.15,2,0.25,4,15.0,0,120.0,0,210.0
133143,-34.207919,142.138379,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133144,-36.736702,144.203394,,TELSTRA,1,1,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133145,-35.179949,149.133599,,TELSTRA,1,3,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133146,-34.938755,150.568393,119.0,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133155,-36.906244,143.321813,,TELSTRA,1,3,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133163,-32.021426,149.995701,497.0,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133164,-36.03384,146.158205,,TELSTRA,2,4,0.12,2,0.3,6,15.0,0,130.0,0,200.0
133165,-36.331142,146.075429,,TELSTRA,1,4,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133166,-33.90641,136.56563,,TELSTRA,2,3,0.12,2,0.3,5,15.0,0,130.0,0,200.0
133171,-34.926415,138.659026,,TELSTRA,1,4,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133172,-32.706856,151.702132,,TELSTRA,2,4,0.12,2,0.3,2,15.0,0,130.0,0,200.0
133173,-32.884956,151.262217,,TELSTRA,1,4,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133174,-33.340212,151.498667,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133175,-42.894576,147.290846,,TELSTRA,3,4,0.003,2,0.1,8,15.0,0,150.0,0,240.0
133176,-41.198892,147.67427,389.0,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133177,-42.880186,147.330246,,TELSTRA,2,1,0.12,2,0.3,2,15.0,0,130.0,0,200.0
133178,-32.122045,149.042636,378.0,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133179,-32.196295,150.475846,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
13318,-27.99655,153.181994,482.0,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133183,-31.673226,116.05877,225.0,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133184,-33.84618,138.50675,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133199,-34.645511,146.471636,,TELSTRA,1,4,1.3,2,1.1,2,15.0,0,120.0,0,200.0
133200,-36.096612,140.354881,,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133201,-31.676466,128.886334,,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133209,-31.095642,150.906522,391.0,TELSTRA,1,2,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133210,-37.666538,144.955166,,TELSTRA,1,4,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133211,-37.767099,145.150496,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133212,-37.660828,145.054055,,TELSTRA,1,1,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133213,-32.087106,116.112197,,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133216,-37.810979,144.966884,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133217,-36.809875,144.345328,,TELSTRA,1,3,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133219,-37.691521,145.150102,,TELSTRA,1,4,1.3,2,1.1,2,15.0,0,120.0,0,200.0
133220,-31.453523,152.882461,10.0,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133227,-31.954046,115.856297,,TELSTRA,2,3,0.12,2,0.3,1,15.0,0,130.0,0,200.0
133228,-31.952746,115.851667,,TELSTRA,1,4,1.3,2,1.1,8,15.0,0,120.0,0,200.0
133229,-37.568928,144.671206,,TELSTRA,1,3,1.3,2,1.1,2,15.0,0,120.0,0,200.0
133230,-36.598624,145.871637,183.0,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133231,-36.731488,145.564851,,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133245,-33.915508,151.095332,,TELSTRA,1,4,1.3,2,1.1,7,15.0,0,120.0,0,200.0
133246,-33.900451,150.973301,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133257,-33.639948,151.32662,,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133258,-33.896297,151.195824,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133269,-36.104406,144.752262,117.0,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133278,-41.455178,147.161755,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133280,-33.919371,151.239997,,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133282,-32.164288,152.491677,6.0,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133284,-37.818477,145.200786,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133285,-37.863139,144.973545,,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133286,-36.237147,145.403136,,TELSTRA,1,4,1.3,2,1.1,1,15.0,0,120.0,0,200.0
133287,-37.611054,143.574308,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
13329,-28.017155,153.16382,,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133293,-33.821177,151.195825,,TELSTRA,1,2,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133297,-31.424063,152.879759,,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133299,-31.96114,115.870995,,TELSTRA,1,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133303,-35.34213,149.246134,,TELSTRA,2,2,0.12,2,0.3,5,15.0,0,130.0,0,200.0
133304,-42.880156,147.328063,14.0,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133305,-35.281404,149.124623,,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133308,-33.868371,151.206946,,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133309,-33.869638,151.278987,57.0,TELSTRA,1,3,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133326,-37.929857,145.280857,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133328,-42.864386,147.369973,,TELSTRA,1,3,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133330,-31.937026,115.922077,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133331,-34.52971,138.747125,,TELSTRA,1,3,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133332,-14.481636,132.244634,,TELSTRA,1,4,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133337,-28.250078,153.348831,381.0,TELSTRA,2,2,0.12,1,0.3,5,15.0,0,130.0,0,200.0
133338,-42.508479,147.912145,,TELSTRA,1,4,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133339,-41.40017,147.130138,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
133340,-35.827374,150.170751,,TELSTRA,1,3,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133341,-32.77155,152.076964,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133375,-35.277596,149.125898,,TELSTRA,2,3,0.12,1,0.3,5,15.0,0,130.0,0,200.0
133376,-27.400089,152.957533,,TELSTRA,1,3,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133377,-27.563684,152.948468,,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133383,-16.448902,123.057122,,TELSTRA,1,1,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133384,-35.149395,147.467201,203.0,TELSTRA,1,2,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133386,-24.216145,151.896248,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133387,-26.611641,153.023405,,TELSTRA,1,4,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133388,-23.573824,149.032504,295.0,TELSTRA,1,2,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133389,-19.666791,147.416659,,TELSTRA,1,3,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133390,-28.011377,151.587495,,TELSTRA,1,2,1.3,1,1.1,4,15.0,0,120.0,0,200.0
133392,-17.755699,125.378604,218.0,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133393,-20.84092,117.836471,48.0,TELSTRA,1,1,1.3,1,1.1,5,15.0,0,120.0,0,200.0
133395,-21.013452,116.806011,58.0,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133401,-34.040865,150.759777,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
133403,-42.829906,147.432514,,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133404,-38.235749,145.063273,,TELSTRA,2,4,0.12,1,0.3,8,15.0,0,130.0,0,200.0
133405,-16.377308,145.411661,,TELSTRA,1,4,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133406,-18.120916,144.349784,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
133407,-26.137817,151.607414,497.0,TELSTRA,1,4,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133408,-26.87744,152.151394,461.0,TELSTRA,1,2,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133409,-22.652272,144.645604,,TELSTRA,1,1,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133410,-24.260885,144.440058,,TELSTRA,1,4,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133429,-36.083727,146.889983,166.0,TELSTRA,1,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133430,-33.86345,151.202184,,TELSTRA,1,4,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133432,-33.776728,151.11929,,TELSTRA,1,2,1.3,1,1.1,8,15.0,0,120.0,0,200.0
133433,-31.492755,151.703837,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
133436,-20.616277,116.753094,,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133438,-35.385432,149.038017,,TELSTRA,2,1,0.12,2,0.3,5,15.0,0,130.0,0,200.0
133439,-35.354173,149.230644,,TELSTRA,2,3,0.12,2,0.3,4,15.0,0,130.0,0,200.0
133442,-32.872023,149.990291,1051.0,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
133459,-33.888289,151.282356,,TELSTRA,1,2,1.3,1,1.1,6,15.0,0,120.0,0,200.0
133460,-29.737971,150.972492,773.0,TELSTRA,1,2,1.3,1,1.1,2,15.0,0,120.0,0,200.0
133461,-34.378401,136.097443,,TELSTRA,1,1,1.3,2,1.1,8,15.0,0,120.0,0,200.0
133462,-35.248508,149.072757,,TELSTRA,1,1,1.3,2,1.1,6,15.0,0,120.0,0,200.0
133463,-35.30674,149.187635,,TELSTRA,2,1,0.12,2,0.3,2,15.0,0,130.0,0,200.0
133464,-35.437435,149.122928,,TELSTRA,2,2,0.12,2,0.3,3,15.0,0,130.0,0,200.0
133465,-35.20252,149.025479,,TELSTRA,1,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0
133466,-35.229292,149.104306,,TELSTRA,1,1,1.3,2,1.1,8,15.0,0,120.0,0,200.0
133467,-35.422253,149.10188,,TELSTRA,2,4,0.12,1,0.3,1,15.0,0,130.0,0,200.0
